,post_id,text,language,publication_time,collection_time,comments,likes,reposts,citations
4531,1640550020016644097,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 03:02:59+00:00,2023-03-28 09:34:13.673097+00:00,0,0,141,0
4537,1640549973132742656,"RT @lyle0_0: OP  took  a  snap  of  #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Jung-gu, Seoul 🇰🇷

https://t.co/kJFqT7VMRU ht…",en,2023-03-28 03:02:48+00:00,2023-03-28 09:34:13.673097+00:00,0,0,63,0
4539,1640549938965925888,"RT @lyle0_0: OP  spotted  #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Hong Kong 

https://t.co/NrCNc8sPBD https://t.co/9alMMi…",en,2023-03-28 03:02:40+00:00,2023-03-28 09:34:13.673097+00:00,0,0,47,0
4540,1640549923820011521,"RT @carawil17888192: 🚨BONDED PAIR🚨

Chanel &amp; Daniel owner decided they didn't want them any longer. So they sit separated at the shelter. C…",en,2023-03-28 03:02:36+00:00,2023-03-28 09:34:13.673097+00:00,0,0,738,0
4543,1640549918837284867,RT @dumbandfunn: hftwt needs to start recognizing Hila Klein for the style icon that she is (and in these classic Chanel shoes 😍) https://t…,en,2023-03-28 03:02:35+00:00,2023-03-28 09:34:13.673097+00:00,0,0,24,0
4544,1640549917385949184,RT @TheAmazing_Scar: Chanel ❤️ https://t.co/CPMfT0GjOV,en,2023-03-28 03:02:34+00:00,2023-03-28 09:34:13.673097+00:00,0,0,1,0
4545,1640549893680041984,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:02:29+00:00,2023-03-28 09:34:13.688723+00:00,0,0,66,0
4546,1640549824016666624,@The_V_Chanel @blackheartbabes @SarahsSw33ts Smash https://t.co/Vamn3tuPUx,en,2023-03-28 03:02:12+00:00,2023-03-28 09:34:13.688723+00:00,0,0,0,0
4547,1640549813816291328,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:02:10+00:00,2023-03-28 09:34:13.688723+00:00,0,0,66,0
4556,1640549711814819840,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 03:01:45+00:00,2023-03-28 09:34:13.688723+00:00,0,0,66,0
4562,1640549571922362369,Check out this listing I just added to my #Poshmark closet: Chanel ballerina shoes size 36. https://t.co/UwCFuhz6bl #shopmycloset @poshmarkapp,en,2023-03-28 03:01:12+00:00,2023-03-28 09:34:14.173075+00:00,0,0,0,0
4563,1640549556567035904,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 03:01:08+00:00,2023-03-28 09:34:14.173075+00:00,0,0,343,0
4569,1640549315696553984,"RT @lyle0_0: OP  posing  with  #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Seoul, South Korea 🇰🇷 https://t.co/J08k2BTrBR",en,2023-03-28 03:00:11+00:00,2023-03-28 09:34:14.188596+00:00,0,0,91,0
4571,1640549309484605440,Speaking of porn stars . Chanel heart so big,en,2023-03-28 03:00:09+00:00,2023-03-28 09:34:14.188596+00:00,1,1,0,0
4572,1640549271584882688,chanel best bestie for sending me concert content 🖤,en,2023-03-28 03:00:00+00:00,2023-03-28 09:34:14.188596+00:00,1,0,0,0
4574,1640549238617804800,RT @AgntPineapple: Spotted Jennie’s promo as I’m headed outta Japan! #Blackpink #Jennie @CHANEL I think I squealed. https://t.co/p7NjW64Mae,en,2023-03-28 02:59:53+00:00,2023-03-28 09:34:14.188596+00:00,0,0,73,0
4575,1640549218346762242,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:59:48+00:00,2023-03-28 09:34:14.188596+00:00,0,0,343,0
4577,1640549188663648256,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:59:41+00:00,2023-03-28 09:34:14.188596+00:00,0,0,343,0
4578,1640549185152753664,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:59:40+00:00,2023-03-28 09:34:14.188596+00:00,0,0,343,0
4579,1640549160150614017,"RT @chartdata: Billboard Hot 100: #87(new) Coco Chanel, @eladiocarry_on &amp; @sanbenito.",en,2023-03-28 02:59:34+00:00,2023-03-28 09:34:14.188596+00:00,0,0,24,0
4580,1640549158137524224,Check out this listing I just added to my #Poshmark closet: Chanel ballerina shoes size 36. https://t.co/YEj8MlMyuR #shopmycloset @poshmarkapp,en,2023-03-28 02:59:33+00:00,2023-03-28 09:34:14.204224+00:00,0,0,0,0
4581,1640549155759362048,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 02:59:33+00:00,2023-03-28 09:34:14.204224+00:00,0,0,1242,0
4583,1640549113732407299,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 02:59:23+00:00,2023-03-28 09:34:14.204224+00:00,0,0,66,0
4586,1640549054571778049,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:59:09+00:00,2023-03-28 09:34:14.204224+00:00,0,0,343,0
4588,1640549029628235776,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:59:03+00:00,2023-03-28 09:34:14.204224+00:00,0,0,343,0
4589,1640549012595179520,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:58:59+00:00,2023-03-28 09:34:14.204224+00:00,0,0,343,0
4590,1640549003971690496,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:58:57+00:00,2023-03-28 09:34:14.204224+00:00,0,0,343,0
4591,1640548993200697344,"RT @JeanetteJoy: ""I invented my life by taking for granted that everything I did not like would have an opposite."" —Coco Chanel
.
#WomenInB…",en,2023-03-28 02:58:54+00:00,2023-03-28 09:34:14.204224+00:00,0,0,1,0
4592,1640548970085732355,"RT @TNPLEEconnect: Love at first visit! 
The reopening of CHANEL Central Embassy. 

#Thanapob_lee
#Tnpleeconnect https://t.co/HwGAbSalMP",en,2023-03-28 02:58:49+00:00,2023-03-28 09:34:14.204224+00:00,0,0,133,0
4595,1640548924669808641,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 02:58:38+00:00,2023-03-28 09:34:14.219844+00:00,0,0,66,0
4596,1640548920081170432,"Me, Chanel apprehensions about
OUNASS_NOON_PROMO_NON_TOYOU_TO_Fordeal_HM_and_Body_H&amp;M
YOU_H_AND_M_OUNAS_COUPON_SIVVI_NAMSHI_CODE_ONAS_DISCOUNT_ONASS_
Wish their someone it will grow. There https://t.co/f4JiSo9ezX",en,2023-03-28 02:58:37+00:00,2023-03-28 09:34:14.219844+00:00,0,0,0,0
4598,1640548892763914243,"RT @SAL27229: Actress #KimGoEun has been selected as the muse for Chanel Watch J12's new campaign,
'IT'S ALL ABOUT SECONDS' .

The story of…",en,2023-03-28 02:58:30+00:00,2023-03-28 09:34:14.219844+00:00,0,0,13,0
4599,1640548879732215810,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 02:58:27+00:00,2023-03-28 09:34:14.219844+00:00,0,0,141,0
4603,1640548831124410368,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:58:15+00:00,2023-03-28 09:34:14.219844+00:00,0,0,343,0
4604,1640548731065085952,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 02:57:52+00:00,2023-03-28 09:34:14.219844+00:00,0,0,66,0
4605,1640548683736547328,"RT @society_pr10109: 🅾️040
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 02:57:40+00:00,2023-03-28 09:34:14.219844+00:00,0,0,385,0
4606,1640548666405691392,"RT @UkhtiHyper: 🅾️039
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 02:57:36+00:00,2023-03-28 09:34:14.219844+00:00,0,0,78,0
4607,1640548663863771139,"@ReturnofR Great choices, but no ""Hey, Baby"", Bruce Chanel? https://t.co/J4BIZfy6XG",en,2023-03-28 02:57:36+00:00,2023-03-28 09:34:14.235466+00:00,0,0,0,0
4611,1640548615595913217,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:57:24+00:00,2023-03-28 09:34:14.235466+00:00,0,0,343,0
4618,1640548519261138945,"Signorina ada banyak jenis tapi yang paling elegant mesti lah Signorina Eleganza. This one smells like combination of the og and Chanel Coco Mademoiselle but with hint of almond. Bau wanita kaya berjaya gitu.

Harga now RM600 for 100ml but my price RM290 only! Jimat half price 😭 https://t.co/BmKmvVYsOe",en,2023-03-28 02:57:01+00:00,2023-03-28 09:34:14.235466+00:00,0,10,0,0
4619,1640548496951463936,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 02:56:56+00:00,2023-03-28 09:34:14.235466+00:00,0,0,1242,0
4620,1640548481965211649,"RT @Scotybrayan: Come and sit on My stick, you will feel very tasty inside!

I'll be waiting for you, Subscribe to my onlyfans

https://t.c…",en,2023-03-28 02:56:52+00:00,2023-03-28 09:34:14.251098+00:00,0,0,1520,0
4621,1640548456522735617,RT @AgntPineapple: Spotted Jennie’s promo as I’m headed outta Japan! #Blackpink #Jennie @CHANEL I think I squealed. https://t.co/p7NjW64Mae,en,2023-03-28 02:56:46+00:00,2023-03-28 09:34:14.251098+00:00,0,0,73,0
4622,1640548436993888257,@Kimmer21170 “Period. Dot” 😆…is that Chanel Ayan?😆,en,2023-03-28 02:56:41+00:00,2023-03-28 09:34:14.251098+00:00,1,0,0,0
4623,1640548397542445057,"RT @lyle0_0: OP  posing  with  #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Seoul, South Korea 🇰🇷 https://t.co/J08k2BTrBR",en,2023-03-28 02:56:32+00:00,2023-03-28 09:34:14.251098+00:00,0,0,91,0
4624,1640548333633802240,RT @allynitibhon: @ chanel’s party ✰ https://t.co/67hXWUvSTe,en,2023-03-28 02:56:17+00:00,2023-03-28 09:34:14.251098+00:00,0,0,417,0
4625,1640548325412970498,"#JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Japan https://t.co/ZSPilCGYm6",en,2023-03-28 02:56:15+00:00,2023-03-28 09:34:14.251098+00:00,0,257,66,2
4626,1640548305682718723,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 02:56:10+00:00,2023-03-28 09:34:14.251098+00:00,0,0,1242,0
4627,1640548284627398656,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:56:05+00:00,2023-03-28 09:34:14.251098+00:00,0,0,343,0
4632,1640548207502688258,Check out this listing I just added to my #Poshmark closet: Chanel 19 Deep Red Top Handle Mini Bag. https://t.co/tmIcsL8shU #shopmycloset @poshmarkapp,en,2023-03-28 02:55:47+00:00,2023-03-28 09:34:14.251098+00:00,0,0,0,0
4638,1640548154952040450,"RT @Maninoveralls: Want to invite @elonmusk, @Oprah, @naval, &amp; @balajis to your advisory board? Or, Steve Jobs, John Rockefeller, JP Morgan…",en,2023-03-28 02:55:34+00:00,2023-03-28 09:34:14.266712+00:00,0,0,1,0
4640,1640548118310658051,Chanel ❤️ https://t.co/CPMfT0GjOV,en,2023-03-28 02:55:25+00:00,2023-03-28 09:34:14.266712+00:00,0,1,1,0
4642,1640548063176540164,"RT @ChanelAthene: Hey #VisibleWomen ✨I'm Chanel, a woman who really likes drawing women! 💃🏾 https://t.co/eBI2FLRLuz",en,2023-03-28 02:55:12+00:00,2023-03-28 09:34:14.266712+00:00,0,0,81,0
4645,1640547971317260288,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:54:50+00:00,2023-03-28 09:34:14.266712+00:00,0,0,343,0
4648,1640547901725368321,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:54:34+00:00,2023-03-28 09:34:14.282335+00:00,0,0,343,0
4649,1640547875481587712,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:54:28+00:00,2023-03-28 09:34:14.282335+00:00,0,0,343,0
4651,1640547845353918464,my manager owes me a Chanel bag. we made a bet and I’m not one to do bets but …. He was 0 for 17. What’s the odds of him being right this time right ? Yeah so now he’s 0 for 18 🙃,en,2023-03-28 02:54:20+00:00,2023-03-28 09:34:14.282335+00:00,1,32,0,0
4652,1640547836621393920,RT @saintdoII: alexa demie wearing a vivienne westwood silk satin corset from 1992 paired with vintage chanel jewelry https://t.co/VEnN76pu…,en,2023-03-28 02:54:18+00:00,2023-03-28 09:34:14.282335+00:00,0,0,3987,0
4657,1640547685181554688,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 02:53:42+00:00,2023-03-28 09:34:14.282335+00:00,0,0,1242,0
4660,1640547613945782272,"RT @NylonMag: The French fashion house seems to be as obsessed with @BLACKPINK's Jennie as the rest of the world is.
https://t.co/JcFqYuZ6zS",en,2023-03-28 02:53:25+00:00,2023-03-28 09:34:14.787826+00:00,0,0,456,0
4662,1640547594027044865,"RT @lyle0_0: [Spotted]270323

Global  campaign  of  #JENNIE  for  @CHANEL  Coco  Crush

📍 Paris, France  🇲🇫 https://t.co/Q7pjr8RUaq",en,2023-03-28 02:53:20+00:00,2023-03-28 09:34:14.787826+00:00,0,0,61,0
4666,1640547552847097856,@camila_wiencke Chanel ?,en,2023-03-28 02:53:11+00:00,2023-03-28 09:34:14.787826+00:00,0,0,0,0
4668,1640547510841389061,"RT @lyle0_0: OP  posing  with  #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Seoul, South Korea 🇰🇷 https://t.co/J08k2BTrBR",en,2023-03-28 02:53:01+00:00,2023-03-28 09:34:14.787826+00:00,0,0,91,0
4670,1640547505556291584,RT @kkbabyxxx: Join my telegram Chanel for all uncensored🖤🐱 https://t.co/KkxkbMdm4N https://t.co/j3vXPCZcDk,en,2023-03-28 02:52:59+00:00,2023-03-28 09:34:14.803448+00:00,0,0,52,0
4671,1640547501995606017,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 02:52:59+00:00,2023-03-28 09:34:14.803448+00:00,0,0,141,0
4672,1640547461822570496,"RT @lyle0_0: OP  took  a  snap  of  #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Jung-gu, Seoul 🇰🇷

https://t.co/kJFqT7VMRU ht…",en,2023-03-28 02:52:49+00:00,2023-03-28 09:34:14.803448+00:00,0,0,63,0
4673,1640547437583687682,"RT @lyle0_0: OP  spotted  #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Hong Kong 

https://t.co/NrCNc8sPBD https://t.co/9alMMi…",en,2023-03-28 02:52:43+00:00,2023-03-28 09:34:14.803448+00:00,0,0,47,0
4674,1640547410626875395,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍 Hyundai  Seoul  🇰🇷 https://t.co/K7RE4u5Gxs",en,2023-03-28 02:52:37+00:00,2023-03-28 09:34:14.803448+00:00,0,0,62,0
4675,1640547392801112064,"RT @lyle0_0: #JENNIE's  Global  campaign  for  @CHANEL  Coco  Crush

📍Paragon shopping mall - Bangkok 🇹🇭 https://t.co/Nv9y5yplQh",en,2023-03-28 02:52:32+00:00,2023-03-28 09:34:14.803448+00:00,0,0,72,0
4679,1640547258906148864,"RT @Scotybrayan: Come and sit on My stick, you will feel very tasty inside!

I'll be waiting for you, Subscribe to my onlyfans

https://t.c…",en,2023-03-28 02:52:01+00:00,2023-03-28 09:34:14.803448+00:00,0,0,1520,0
4680,1640547254099673089,"Don’t spend time beating on a wall, hoping to transform it into a door.
-　Coco Chanel",en,2023-03-28 02:51:59+00:00,2023-03-28 09:34:14.803448+00:00,0,0,0,0
4681,1640547250169610241,"RT @UkhtiHyper: 🅾️037
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 02:51:58+00:00,2023-03-28 09:34:14.803448+00:00,0,0,130,0
4682,1640547230351253505,"""Typa girl who got bag in same quality as Chanel""",en,2023-03-28 02:51:54+00:00,2023-03-28 09:34:14.819062+00:00,0,0,0,0
4690,1640547028320022530,RT @styleofrensung: chanel bracelet🤔 https://t.co/4DzwG6yXt1,en,2023-03-28 02:51:06+00:00,2023-03-28 09:34:14.819062+00:00,0,0,141,0
4693,1640547012834885632,@MCRRosie Damn dominan she/her mdni harshwords frontal sebat kuy blok m bills on me kita party while having whiskey until tipsy girlboss slay flex gucci chanel dior all the world knees on me banget ye nggak lawan apalagi tandingan paling oke satu dunia dude slay all day.🍷🍺🥃🍻🔞🚭,en,2023-03-28 02:51:02+00:00,2023-03-28 09:34:14.819062+00:00,1,0,0,0
4694,1640546999648014336,"RT @pedjuang_basah: 🔐201
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 02:50:59+00:00,2023-03-28 09:34:14.819062+00:00,0,0,79,0
4697,1640546977170567170,This Chanel •5 smells too grown for me… ion like it 🫤,en,2023-03-28 02:50:53+00:00,2023-03-28 09:34:14.834683+00:00,0,0,0,0
4698,1640546937492627457,"RT @pedjuang_basah: 🔐150
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 02:50:44+00:00,2023-03-28 09:34:14.834683+00:00,0,0,46,0
4700,1640546897101492224,"RT @pedjuang_basah: 🔐149
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 02:50:34+00:00,2023-03-28 09:34:14.834683+00:00,0,0,46,0
4701,1640546896497487873,"RT @pedjuang_basah: 🔐143
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaan…",en,2023-03-28 02:50:34+00:00,2023-03-28 09:34:14.834683+00:00,0,0,13,0
4703,1640546868793860096,"@eladiocarry_on El hokage, betty y coco chanel",en,2023-03-28 02:50:28+00:00,2023-03-28 09:34:14.834683+00:00,0,0,0,0
4705,1640546844672655361,"RT @MekiLendirs: 🔐078
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 02:50:22+00:00,2023-03-28 09:34:14.834683+00:00,0,0,94,0
4707,1640546829543657474,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 02:50:18+00:00,2023-03-28 09:34:14.834683+00:00,0,0,1242,0
4709,1640546804063432706,"RT @MekiLendirs: 🔐080
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 02:50:12+00:00,2023-03-28 09:34:14.850313+00:00,0,0,33,0
4710,1640546789018173440,"RT @DestinationMarc: 📢 CHANEL UPDATE!

There will be no regular videos or streams this week, because I'm gonna be out of town on a...TRIP.…",en,2023-03-28 02:50:09+00:00,2023-03-28 09:34:14.850313+00:00,0,0,6,0
4712,1640546755883442179,"📢 CHANEL UPDATE!

There will be no regular videos or streams this week, because I'm gonna be out of town on a...TRIP. 👀 Content will resume soon; some awesome stuff is on the way! Stay tuned; you do NOT wanna miss this! 😉 https://t.co/72aOBKMXE2",en,2023-03-28 02:50:01+00:00,2023-03-28 09:34:14.850313+00:00,2,8,6,0
4715,1640546602858446848,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 02:49:24+00:00,2023-03-28 09:34:14.850313+00:00,0,0,343,0
4719,1640546550106693633,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 02:49:12+00:00,2023-03-28 09:34:14.850313+00:00,0,0,1242,0
4724,1640546427783839745,I need some more Chanel earrings for everyday wear,en,2023-03-28 02:48:42+00:00,2023-03-28 09:34:14.865930+00:00,0,0,0,0
4725,1640546406849978368,@samsnuggg The Vatican or Chanel flats,en,2023-03-28 02:48:37+00:00,2023-03-28 09:34:14.865930+00:00,1,1,0,0
4726,1640546397123649543,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 02:48:35+00:00,2023-03-28 09:34:14.865930+00:00,0,0,1242,0
4727,1640546330102710272,"@GoodnightKae I gotchu fam.
Hmu directly
 text or call us at (701) 732-0733
Or click on the link to shop from our telegram Chanel https://t.co/91rMR5CoXi",en,2023-03-28 02:48:19+00:00,2023-03-28 09:34:14.865930+00:00,0,0,0,0
4731,1640546236854829056,"@imavavigirI I gotchu fam.
Hmu directly
 text or call us at (701) 732-0733
Or click on the link to shop from our telegram Chanel https://t.co/91rMR5CoXi",en,2023-03-28 02:47:57+00:00,2023-03-28 09:34:14.865930+00:00,0,0,0,0
4732,1640546207138193410,"@BurgundyCarpet I gotchu fam.
Hmu directly
 text or call us at (701) 732-0733
Or click on the link to shop from our telegram Chanel https://t.co/91rMR5CoXi",en,2023-03-28 02:47:50+00:00,2023-03-28 09:34:14.865930+00:00,0,0,0,0
